,Person,1,2,3,4,5,6
5079,5080,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
5080,5081,root-vegetables,butter,hygiene-articles,citrus-fruit,other-vegetables,tea
5081,5082,sparkling-wine,brown-bread,berries,pork,napkins,hygiene-articles
5082,5083,pickled-vegetables,rolls/buns,flour,other-vegetables,pip-fruit,citrus-fruit
5083,5084,condensed-milk,cream,specialty-cheese,cookware,pork,napkins
5084,5085,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
5085,5086,liqueur,canned-fruit,sparkling-wine,sweet-spreads,frozen-dessert,whipped/sour-cream
5086,5087,red/blush-wine,bottled-water,white-wine,pet-care,misc.-beverages,liquor-(appetizer)
5087,5088,bottled-beer,cereals,newspapers,fruit/vegetable-juice,frozen-dessert,margarine
5088,5089,candy,waffles,chocolate-marshmallow,nuts/prunes,long-life-bakery-product,finished-products
5089,5090,chicken,pork,packaged-fruit/vegetables,turkey,liver-loaf,rice
5090,5091,chocolate-marshmallow,specialty-bar,snack-products,chocolate,tidbits,salty-snack
5091,5092,chicken,pickled-vegetables,herbs,packaged-fruit/vegetables,beef,liver-loaf
5092,5093,beef,other-vegetables,roll-products-,chicken,frozen-vegetables,frozen-fish
5093,5094,canned-beer,flower-soil/fertilizer,white-wine,baby-cosmetics,brandy,specialty-chocolate
5094,5095,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
5095,5096,canned-beer,sausage,spread-cheese,chewing-gum,shopping-bags,specialty-bar
5096,5097,liquor,spices,frozen-vegetables,softener,sparkling-wine,bottled-beer
5097,5098,coffee,specialty-chocolate,cake-bar,semi-finished-bread,other-vegetables,chewing-gum
5098,5099,canned-beer,sausage,spread-cheese,chewing-gum,shopping-bags,specialty-bar
5099,5100,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
5100,5101,rolls/buns,brown-bread,sliced-cheese,pastry,meat,frankfurter
5101,5102,bags,salt,ketchup,baking-powder,UHT-milk,margarine
5102,5103,nuts/prunes,ice-cream,instant-coffee,cereals,curd,domestic-eggs
5103,5104,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
5104,5105,candy,waffles,chocolate-marshmallow,nuts/prunes,long-life-bakery-product,finished-products
5105,5106,pudding-powder,yogurt,flour,cream-cheese-,whole-milk,herbs
5106,5107,pasta,dishes,herbs,whole-milk,whipped/sour-cream,instant-coffee
5107,5108,liquor-(appetizer),chewing-gum,shopping-bags,frozen-meals,pastry,white-wine
5108,5109,cereals,curd,domestic-eggs,pot-plants,butter,pastry
5109,5110,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine,bottled-water
5110,5111,napkins,instant-coffee,whole-milk,skin-care,soft-cheese,yogurt
5111,5112,canned-beer,ice-cream,specialty-bar,shopping-bags,misc.-beverages,instant-coffee
5112,5113,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
5113,5114,tropical-fruit,citrus-fruit,white-wine,misc.-beverages,soda,bottled-beer
5114,5115,flower-(seeds),domestic-eggs,chicken,herbs,hygiene-articles,pasta
5115,5116,ready-soups,processed-cheese,whisky,canned-fish,frozen-dessert,syrup
5116,5117,chocolate-marshmallow,sound-storage-medium,spices,chocolate,frozen-vegetables,softener
5117,5118,liquor,red/blush-wine,prosecco,rubbing-alcohol,skin-care,liquor-(appetizer)
5118,5119,sausage,frankfurter,meat,newspapers,whole-milk,dishes
5119,5120,mayonnaise,candy,sliced-cheese,waffles,rolls/buns,cream
5120,5121,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
5121,5122,curd,cream-cheese-,spread-cheese,berries,soft-cheese,beverages
5122,5123,root-vegetables,chicken,beef,roll-products-,frozen-fish,frozen-vegetables
5123,5124,candy,waffles,nuts/prunes,specialty-chocolate,specialty-bar,liqueur
5124,5125,cookware,jam,root-vegetables,cat-food,soap,pork
5125,5126,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
5126,5127,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
5127,5128,onions,domestic-eggs,fruit/vegetable-juice,pip-fruit,chicken,hamburger-meat
5128,5129,kitchen-utensil,sparkling-wine,citrus-fruit,shopping-bags,whipped/sour-cream,berries
5129,5130,domestic-eggs,curd,hygiene-articles,turkey,whipped/sour-cream,sliced-cheese
5130,5131,newspapers,napkins,margarine,butter,misc.-beverages,citrus-fruit
5131,5132,flower-(seeds),ready-soups,specialty-fat,house-keeping-products,chocolate,frozen-fish
5132,5133,shopping-bags,red/blush-wine,root-vegetables,onions,dishes,pork
5133,5134,hard-cheese,instant-coffee,curd,chicken,berries,pork
5134,5135,liquor,tea,ready-soups,brandy,kitchen-utensil,cereals
5135,5136,meat-spreads,Instant-food-products,ketchup,mayonnaise,salt,candles
5136,5137,white-wine,canned-beer,soda,misc.-beverages,packaged-fruit/vegetables,dog-food
5137,5138,nut-snack,coffee,brandy,seasonal-products,berries,pork
5138,5139,candles,specialty-fat,male-cosmetics,liquor-(appetizer),jam,frozen-fish
5139,5140,male-cosmetics,liquor-(appetizer),chocolate,waffles,liqueur,specialty-chocolate
5140,5141,rice,semi-finished-bread,sound-storage-medium,grapes,beverages,brown-bread
5141,5142,sliced-cheese,rolls/buns,cream,shopping-bags,meat,male-cosmetics
5142,5143,cream,sound-storage-medium,bags,salad-dressing,sliced-cheese,rolls/buns
5143,5144,pasta,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags
5144,5145,sauces,kitchen-utensil,packaged-fruit/vegetables,whipped/sour-cream,grapes,fish
5145,5146,red/blush-wine,hygiene-articles,dishes,light-bulbs,bottled-beer,photo/film
5146,5147,spread-cheese,misc.-beverages,specialty-chocolate,dessert,sausage,sweet-spreads
5147,5148,curd,cream-cheese-,spread-cheese,berries,soft-cheese,beverages
5148,5149,seasonal-products,grapes,ice-cream,popcorn,semi-finished-bread,tea
5149,5150,hair-spray,sauces,frozen-chicken,meat,spread-cheese,UHT-milk
5150,5151,liquor,white-wine,red/blush-wine,liquor-(appetizer),brandy,salt
5151,5152,hygiene-articles,chocolate-marshmallow,long-life-bakery-product,salty-snack,softener,ketchup
5152,5153,ham,fruit/vegetable-juice,butter-milk,dessert,meat-spreads,flour
5153,5154,processed-cheese,frankfurter,sausage,spread-cheese,ham,sweet-spreads
5154,5155,tropical-fruit,grapes,citrus-fruit,margarine,chewing-gum,white-wine
5155,5156,bottled-water,canned-vegetables,pip-fruit,beverages,citrus-fruit,tea
5156,5157,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
5157,5158,liquor,white-wine,toilet-cleaner,red/blush-wine,liquor-(appetizer),tea
5158,5159,dog-food,sweet-spreads,misc.-beverages,dessert,salty-snack,soda
5159,5160,tea,citrus-fruit,hygiene-articles,whole-milk,misc.-beverages,frozen-vegetables
5160,5161,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
5161,5162,jam,specialty-cheese,vinegar,salt,popcorn,cereals
5162,5163,processed-cheese,ham,sparkling-wine,seasonal-products,long-life-bakery-product,cake-bar
5163,5164,pip-fruit,domestic-eggs,yogurt,pot-plants,brown-bread,frozen-dessert
5164,5165,root-vegetables,pork,domestic-eggs,flower-(seeds),hamburger-meat,meat
5165,5166,prosecco,whisky,brown-bread,berries,pork,napkins
5166,5167,dishes,canned-fish,butter-milk,vinegar,tea,cereals
5167,5168,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
5168,5169,bottled-water,pastry,ice-cream,semi-finished-bread,fruit/vegetable-juice,shopping-bags
5169,5170,nuts/prunes,make-up-remover,liquor-(appetizer),misc.-beverages,salty-snack,soap
5170,5171,soda,beverages,shopping-bags,white-wine,frankfurter,specialty-bar
5171,5172,UHT-milk,grapes,soda,shopping-bags,frankfurter,spread-cheese
5172,5173,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
5173,5174,spread-cheese,butter-milk,liver-loaf,UHT-milk,cereals,vinegar
5174,5175,curd,cake-bar,seasonal-products,root-vegetables,pork,domestic-eggs
5175,5176,processed-cheese,sound-storage-medium,white-bread,honey,hard-cheese,sweet-spreads
5176,5177,candy,waffles,chocolate-marshmallow,nuts/prunes,long-life-bakery-product,finished-products
5177,5178,meat,processed-cheese,ham,sweet-spreads,pastry,rolls/buns
5178,5179,sound-storage-medium,sweet-spreads,dessert,pet-care,misc.-beverages,white-wine
5179,5180,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
5180,5181,photo/film,whisky,shopping-bags,berries,pork,napkins
5181,5182,turkey,beef,packaged-fruit/vegetables,onions,other-vegetables,rice
5182,5183,beverages,bottled-water,fruit/vegetable-juice,misc.-beverages,seasonal-products,shopping-bags
5183,5184,softener,honey,decalcifier,house-keeping-products,flower-soil/fertilizer,soap
5184,5185,white-bread,beverages,butter-milk,yogurt,newspapers,bottled-water
5185,5186,sliced-cheese,spread-cheese,rolls/buns,female-sanitary-products,soft-cheese,brown-bread
5186,5187,canned-beer,bathroom-cleaner,chewing-gum,ice-cream,specialty-bar,shopping-bags
5187,5188,ready-soups,turkey,frozen-dessert,zwieback,syrup,kitchen-utensil
5188,5189,candy,specialty-bar,waffles,processed-cheese,specialty-chocolate,sausage
5189,5190,canned-beer,white-wine,soda,spread-cheese,sliced-cheese,frozen-dessert
5190,5191,grapes,other-vegetables,hygiene-articles,semi-finished-bread,frozen-meals,cookware
5191,5192,brown-bread,beverages,specialty-bar,waffles,shopping-bags,bottled-water
5192,5193,liqueur,male-cosmetics,liquor-(appetizer),canned-fruit,sparkling-wine,shopping-bags
5193,5194,ice-cream,semi-finished-bread,nuts/prunes,frozen-meals,cat-food,seasonal-products
5194,5195,liquor,canned-beer,cat-food,root-vegetables,pork,white-wine
5195,5196,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
5196,5197,sugar,organic-products,tea,citrus-fruit,hygiene-articles,cooking-chocolate
5197,5198,white-wine,chewing-gum,liquor-(appetizer),spread-cheese,dessert,coffee
5198,5199,fruit/vegetable-juice,misc.-beverages,rolls/buns,newspapers,pastry,bottled-beer
5199,5200,spread-cheese,processed-cheese,canned-beer,soda,chewing-gum,white-wine
5200,5201,misc.-beverages,seasonal-products,dessert,frozen-meals,sweet-spreads,frozen-potato-products
5201,5202,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
5202,5203,frozen-fruits,soap,brown-bread,pork,napkins,hygiene-articles
5203,5204,zwieback,honey,frozen-fruits,organic-products,candy,toilet-cleaner
5204,5205,turkey,frozen-dessert,zwieback,syrup,root-vegetables,onions
5205,5206,popcorn,kitchen-towels,ice-cream,chewing-gum,specialty-bar,condensed-milk
5206,5207,preservation-products,frozen-fruits,cooking-chocolate,brown-bread,berries,pork
5207,5208,sliced-cheese,hard-cheese,brown-bread,processed-cheese,frozen-dessert,misc.-beverages
5208,5209,pastry,meat,frankfurter,sauces,cereals,curd
5209,5210,condensed-milk,cling-film/bags,kitchen-towels,UHT-milk,sparkling-wine,seasonal-products
5210,5211,butter,hygiene-articles,citrus-fruit,detergent,tea,root-vegetables
5211,5212,whisky,white-wine,liquor-(appetizer),spread-cheese,male-cosmetics,soda
5212,5213,frankfurter,soda,specialty-bar,waffles,beverages,chocolate
5213,5214,ready-soups,turkey,frozen-dessert,zwieback,liqueur,syrup
5214,5215,pastry,sausage,newspapers,bottled-water,chewing-gum,shopping-bags
5215,5216,cream-cheese-,butter,domestic-eggs,napkins,instant-coffee,curd
5216,5217,frozen-chicken,photo/film,hair-spray,whisky,shopping-bags,pork
5217,5218,popcorn,ice-cream,chewing-gum,specialty-bar,snack-products,chocolate
5218,5219,soft-cheese,whole-milk,sliced-cheese,curd,domestic-eggs,beef
5219,5220,grapes,citrus-fruit,semi-finished-bread,butter-milk,frozen-meals,frozen-vegetables
5220,5221,canned-beer,white-wine,spread-cheese,chewing-gum,misc.-beverages,male-cosmetics
5221,5222,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
5222,5223,pet-care,sound-storage-medium,female-sanitary-products,curd-cheese,dish-cleaner,nut-snack
5223,5224,nuts/prunes,tidbits,tropical-fruit,beverages,pastry,coffee
5224,5225,baby-food,rum,specialty-vegetables,frozen-chicken,curd-cheese,liqueur
5225,5226,processed-cheese,ham,sweet-spreads,nuts/prunes,long-life-bakery-product,fruit/vegetable-juice
5226,5227,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
5227,5228,spices,frozen-vegetables,softener,packaged-fruit/vegetables,skin-care,pork
5228,5229,turkey,hamburger-meat,grapes,whipped/sour-cream,dessert,whole-milk
5229,5230,candles,potato-products,specialty-bar,waffles,semi-finished-bread,chocolate
5230,5231,liquor,white-wine,liquor-(appetizer),red/blush-wine,brandy,canned-beer
5231,5232,sliced-cheese,rolls/buns,cream,shopping-bags,meat,male-cosmetics
5232,5233,berries,seasonal-products,tropical-fruit,other-vegetables,butter,root-vegetables
5233,5234,candy,waffles,chocolate-marshmallow,nuts/prunes,long-life-bakery-product,finished-products
5234,5235,cookware,liqueur,shopping-bags,berries,pork,napkins
5235,5236,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
5236,5237,meat,sliced-cheese,rolls/buns,shopping-bags,hard-cheese,brown-bread
5237,5238,berries,pudding-powder,baking-powder,frozen-fruits,curd,instant-coffee
5238,5239,sausage,newspapers,margarine,coffee,bottled-water,napkins
5239,5240,canned-beer,chewing-gum,specialty-bar,shopping-bags,misc.-beverages,instant-coffee
5240,5241,cereals,beverages,dessert,butter-milk,cream-cheese-,brown-bread
5241,5242,butter-milk,white-bread,pastry,citrus-fruit,curd,cream-cheese-
5242,5243,butter-milk,meat-spreads,beverages,frankfurter,sausage,bottled-water
5243,5244,pork,meat,packaged-fruit/vegetables,flower-(seeds),salt,herbs
5244,5245,sparkling-wine,herbs,sugar,beef,fruit/vegetable-juice,onions
5245,5246,popcorn,long-life-bakery-product,chewing-gum,condensed-milk,dishes,pet-care
5246,5247,cling-film/bags,condensed-milk,kitchen-towels,UHT-milk,sparkling-wine,seasonal-products
5247,5248,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
5248,5249,liquor,specialty-vegetables,frozen-fish,skin-care,frozen-vegetables,roll-products-
5249,5250,liqueur,prosecco,shopping-bags,berries,pork,napkins
5250,5251,meat-spreads,sauces,Instant-food-products,pasta,canned-vegetables,liver-loaf
5251,5252,beef,other-vegetables,frankfurter,sausage,spread-cheese,newspapers
5252,5253,liqueur,prosecco,shopping-bags,berries,pork,napkins
5253,5254,kitchen-towels,UHT-milk,light-bulbs,condensed-milk,red/blush-wine,chewing-gum
5254,5255,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
5255,5256,liqueur,canned-fruit,zwieback,sparkling-wine,liquor-(appetizer),liquor
5256,5257,pork,ice-cream,pastry,bottled-water,semi-finished-bread,pip-fruit
5257,5258,pot-plants,brown-bread,long-life-bakery-product,white-bread,dessert,yogurt
5258,5259,frozen-vegetables,berries,curd,instant-coffee,cream-cheese-,soft-cheese
5259,5260,cake-bar,flower-soil/fertilizer,seasonal-products,sparkling-wine,canned-fruit,popcorn
5260,5261,candles,UHT-milk,sugar,condensed-milk,pip-fruit,specialty-fat
5261,5262,sliced-cheese,rolls/buns,brown-bread,pastry,soft-cheese,meat
5262,5263,frozen-dessert,salad-dressing,ready-soups,kitchen-utensil,salt,frozen-fish
5263,5264,citrus-fruit,root-vegetables,onions,whole-milk,tea,butter
5264,5265,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
5265,5266,liqueur,prosecco,shopping-bags,berries,pork,napkins
5266,5267,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
5267,5268,specialty-bar,shopping-bags,waffles,chocolate,semi-finished-bread,beverages
5268,5269,cream-cheese-,whipped/sour-cream,flour,other-vegetables,tropical-fruit,domestic-eggs
5269,5270,rice,brown-bread,pot-plants,frozen-vegetables,butter-milk,yogurt
5270,5271,newspapers,soda,bottled-beer,margarine,tropical-fruit,chewing-gum
5271,5272,organic-products,snack-products,chocolate-marshmallow,toilet-cleaner,sweet-spreads,salty-snack
5272,5273,light-bulbs,brandy,bathroom-cleaner,dishes,canned-beer,liquor
5273,5274,tropical-fruit,coffee,pastry,curd,frozen-meals,margarine
5274,5275,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
5275,5276,hamburger-meat,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags
5276,5277,frozen-fish,other-vegetables,frozen-vegetables,beef,root-vegetables,curd
5277,5278,tidbits,photo/film,baby-food,baby-cosmetics,frozen-chicken,salty-snack
5278,5279,vinegar,roll-products-,dog-food,pudding-powder,dish-cleaner,ketchup
5279,5280,frozen-chicken,dental-care,sauces,specialty-fat,chicken,rubbing-alcohol
5280,5281,semi-finished-bread,frozen-meals,misc.-beverages,citrus-fruit,grapes,seasonal-products
5281,5282,liquor-(appetizer),shopping-bags,white-wine,red/blush-wine,chewing-gum,ice-cream
5282,5283,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
5283,5284,curd,cereals,cream-cheese-,pot-plants,brown-bread,butter
5284,5285,grapes,pip-fruit,turkey,semi-finished-bread,meat,napkins
5285,5286,instant-coffee,chicken,flower-(seeds),pork,herbs,specialty-fat
5286,5287,brown-bread,fruit/vegetable-juice,newspapers,napkins,bottled-water,rolls/buns
5287,5288,male-cosmetics,nuts/prunes,sliced-cheese,rolls/buns,cream,shopping-bags
5288,5289,napkins,berries,yogurt,ice-cream,curd,citrus-fruit
5289,5290,ketchup,ham,male-cosmetics,liquor-(appetizer),white-bread,frozen-fruits
5290,5291,liquor,red/blush-wine,prosecco,flower-soil/fertilizer,liquor-(appetizer),tea
5291,5292,candy,waffles,specialty-chocolate,specialty-bar,kitchen-towels,female-sanitary-products
5292,5293,liver-loaf,frozen-dessert,instant-coffee,chicken,frozen-chicken,packaged-fruit/vegetables
5293,5294,specialty-chocolate,candy,chewing-gum,waffles,coffee,misc.-beverages
5294,5295,brown-bread,pip-fruit,rice,canned-vegetables,sliced-cheese,frozen-vegetables
5295,5296,chicken,frozen-fish,specialty-cheese,root-vegetables,meat,flower-(seeds)
5296,5297,cat-food,long-life-bakery-product,dessert,herbs,softener,photo/film
5297,5298,pork,frozen-vegetables,flower-(seeds),hard-cheese,processed-cheese,long-life-bakery-product
5298,5299,tea,frozen-meals,white-wine,chewing-gum,liquor,misc.-beverages
5299,5300,newspapers,margarine,soft-cheese,cereals,butter-milk,beverages
5300,5301,candy,chocolate-marshmallow,specialty-bar,long-life-bakery-product,white-wine,male-cosmetics
5301,5302,cookware,jam,root-vegetables,cat-food,soap,pork
5302,5303,sauces,meat,spread-cheese,UHT-milk,meat-spreads,frankfurter
5303,5304,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
5304,5305,rolls/buns,white-wine,misc.-beverages,spread-cheese,fruit/vegetable-juice,shopping-bags
